postnummer;poststed;adresse;kontornummer;kontor;kommunenummer;kommune;
3204;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3205;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3206;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3207;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3208;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3209;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3210;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3211;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3212;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3213;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3214;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3215;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3216;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3217;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3218;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3219;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3220;Sandefjord;Alle andre adresser;0706;NAV Sandefjord;0706;Sandefjord;
3220;Sandefjord;Asbjørnrød;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Bakke;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Brattås;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Butterød;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Dal;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Dammen;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Eiketun;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Eskedalveien;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Fjeldbo;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Fjære;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Hagenes;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Hagenæs;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Hellinga;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Herbjørnrød;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Holt;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Høvik;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Kjønnerød;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Lie;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Nauf;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Nordtvedt;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Reppesgård;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Reppesgård vestre;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Reppesgårdveien;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Rånerød;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Skaret;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Skarheim;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Skinmoveien;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Solli;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Storrønningen;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Trollsåsveien 494–;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Trollsåsveien 513–;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Tutvedt;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Tutvet;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Øvre Skaret;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Aarkvisla;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Åsheim;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Åshildrød;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Aasholt;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Aasly;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Åsnarhella;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Åsrum;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Åsrumveien;0709;NAV Larvik;0709;Larvik;
3220;Sandefjord;Åsvang;0709;NAV Larvik;0709;Larvik;
3221;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3222;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3223;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3224;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3225;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3226;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3227;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3228;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3229;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3230;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3231;Sandefjord;Alle andre adresser;0706;NAV Sandefjord;0706;Sandefjord;
3231;Sandefjord;Haneholmveien 275–;0709;NAV Larvik;0709;Larvik;
3232;Sandefjord;Alle andre adresser;0706;NAV Sandefjord;0706;Sandefjord;
3232;Sandefjord;Furustadveien 125–151;0709;NAV Larvik;0709;Larvik;
3232;Sandefjord;Furustadveien 128–136;0709;NAV Larvik;0709;Larvik;
3232;Sandefjord;Hedrum Ravei;0709;NAV Larvik;0709;Larvik;
3232;Sandefjord;Jåbergveien 27;0709;NAV Larvik;0709;Larvik;
3232;Sandefjord;Skallebergveien;0709;NAV Larvik;0709;Larvik;
3232;Sandefjord;Vestad;0709;NAV Larvik;0709;Larvik;
3233;Sandefjord;Alle andre adresser;0706;NAV Sandefjord;0706;Sandefjord;
3233;Sandefjord;Dalerveien;0720;NAV Stokke;0720;Stokke;
3233;Sandefjord;Hauganveien;0720;NAV Stokke;0720;Stokke;
3233;Sandefjord;Langø;0720;NAV Stokke;0720;Stokke;
3233;Sandefjord;Sandsveien 1;0720;NAV Stokke;0720;Stokke;
3233;Sandefjord;Sandsveien 2–6;0720;NAV Stokke;0720;Stokke;
3234;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3235;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3236;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3237;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3238;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3239;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3240;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
3241;Sandefjord;;0706;NAV Sandefjord;0706;Sandefjord;
